fy,pb,compb,projectid,budgetline,theme,orborough,orcd,sponsor,project,descr,amount,address,addresstype,stno,stname,borough,zipad,zipgis,latitude,longitude,comdist,ct10,cb10,ct00,cb00,cd
2011,,,p cn121,p d056,parks and recreation,q,30,crowley,st saviours church,,"500,000","58th pl & 57th rd, queens, ny 11378",intersection,58th pl,57th rd,queens,11378,11378,40.72318358,-73.90877116,405,531,,286,,43
2011,,,p cn082,p d019,parks and recreation,q,21,ferreras,flushing meadows corona park,,"1,500,000","meadow lake promenade & ederle promenade, queens, ny 11375",intersection,Meadow Lake Promenade,ederle promenade,queens,11375,11355,40.721095,-73.844195,481,38302,,45,,1
2011,,,p cn832,p d019,parks and recreation,q,21,ferreras,flushing meadows corona park,,"250,000","meadow lake promenade & ederle promenade, queens, ny 11375",intersection,Meadow Lake Promenade,ederle promenade,queens,11375,11355,40.721095,-73.844195,481,38302,,31901,,49
2011,,,p cn114,p d019,parks and recreation,q,29,koslowitz,wallenberg square,,"150,000","metropolitan ave & park ln s, queens, ny 11418",intersection,Metropolitan Ave,park ln s,queens,11418,11418,40.707962,-73.83714,409,134,,9,,1
2011,,,p cn500,p d017,parks and recreation,k,"33, 39, 0","levin, lander, speaker",brooklyn bridge park,,"2,000,000","old fulton st & water st, brooklyn, ny 11201",intersection,Old Fulton St,water st,brooklyn,11201,11201,40.70292,-73.99447,302,1,,427,,21
2011,,,p cn050,p d021,parks and recreation,x,13,vacca,amendola plaza,,"1,000,000","burr ave&westchester ave, bronx, ny 10461",intersection,Burr Ave,westchester ave,bronx,10461,10461,40.695522,-73.864555,210,300,,17008,,51
2011,,,e cn435,e d001,education,q,28,white jr,baisley 157 playground,,"750,000","116th ave & 157th st, queens, ny 11434",intersection,116th Ave,157th st,queens,11434,11434,40.68587565,-73.7844779,412,274,,945,,19
2011,,,p cn225,p d020,parks and recreation,r,49,rose,north shore esplanade,,"1,500,000","richmond terrace & nicholas st, staten island, ny 10301",intersection,Richmond Terrace,nicholas st,staten island,10301,10301,40.647316,-74.08068,501,7,,20803,,51
2011,,,p cn159,p d017,parks and recreation,k,33,levin,squib park bridge,,"500,000","columbia heights & cranberry st, brooklyn, ny 11201",intersection,Columbia Heights,cranberry st,brooklyn,11201,11201,40.62061,-73.958595,302,1,,234,,13
2011,,,p cn244,p d018,parks and recreation,m,9,dickens,riverside park,,"650,000","riverside dr & w 116th st, ny, ny 10027",intersection,Riverside Dr,w 116th st,manhattan,10027,10027,40.613926,-74.03017,109,205,,680,,31
2011,,,p cn892,p d020,parks and recreation,r,95,staten island delegation,forest hill road and richmond ave field,,"1,000,000","richmond ave & forest hill rd, staten island, ny 10314",intersection,Richmond Ave,forest hill rd,staten island,10314,10314,40.605934,-74.16223,502,27702,,405,,21
2011,,,hw cn003,hw d104,highways,r,50,oddo,todt hill road and circle road,,"500,000","todt hill rd & circle rd, staten island, ny 10304",intersection,Todt Hill Rd,circle rd,staten island,10304,10304,40.595303,-74.110374,502,177,,8,,32
2011,,,p cn214,p d017,parks and recreation,k,46,fidler,seba park,,"500,000","gerritsen ave & seba ave, brooklyn, ny 11229",intersection,Gerritsen Ave,seba ave,brooklyn,11229,11229,40.589096,-73.92096,315,628,,161,,6
2011,,,p cn047,p d018,parks and recreation,m,10,rodriguez,amsterdam ave and 177th st playground,,"500,000","amsterdam ave & w 177th st, ny, ny 10033",intersection,Amsterdam Ave,w 177th st,manhattan,10033,10033,40.584236,-73.93204,112,261,,97,,17
2011,,,p cn005,p d018,parks and recreation,m,2,mendez,dock playground,,"400,000","e 10th st & szold pl, ny, ny 10009",intersection,E 10th St,szold pl,manhattan,10009,10009,40.725327,-73.97621,103,28,,187,,6
2011,,,p cn054,p d021,parks and recreation,x,13,vacca,colucci park,,"400,000","hutchinson river pkwy e & wilkinson ave, bronx, ny 10461",intersection,Hutchinson River Pkwy E,wilkinson ave,bronx,10461,10461,40.851963,-73.835556,210,284,,233,,7
2011,,,p cn099,p d019,parks and recreation,q,"24, 29","gennaro, koslowitz",flushing meadows corona park,,"400,000","meadow lake promenade & ederle promenade, queens, ny 11375",intersection,Meadow Lake Promenade,ederle promenade,queens,11375,11355,40.721095,-73.844195,481,38302,,163,,6
2011,,,hw cn002,hw d104,highways,r,50,oddo,victory blvd and manor rd,,"840,000","victory blvd & manor rd, staten island, ny 10314",intersection,Victory Blvd,manor rd,staten island,10314,10314,40.61308,-74.12256,501,147,,179,,6
2011,,,ed cn999,ed dn633,economic development,a,0,speaker,manufacturing and industrial investment fund,,0,citywide,citywide,,,,,,,,,,,,,
2011,,,e cn856,e d001,education,a,0,speaker,office of adult and contiuning education,,"275,000",citywide,citywide,,,,,,,,,,,,,
2011,,,f ta001,f d109,fire department,a,99,technical adjustments,fire safety truck,,"120,000",citywide,citywide,,,,,,,,,,,,,
2011,,,hw cn888,hw d103,highways,a,0,speaker,citywide streets,,"5,000,000",citywide,citywide,,,,,,,,,,,,,
2011,,,ha cn002,ha d001,housing authority,m,1,chin,nyc housing authority,,"800,000",cd 1,cd,,,,,,,,,,,,,
2011,,,hw cn008,hw d105,highways,x,13,vacca,cd 13 streets,,"150,000",cd 13,cd,,,,,,,,,,,,,
2011,,,p cn055,p d021,parks and recreation,x,13,vacca,cd 13 parks,,"600,000",cd 13,cd,,,,,,,,,,,,,
2011,,,p cn065,p d021,parks and recreation,m,16,foster,cd 16 parks,,"50,000",cd 16,cd,,,,,,,,,,,,,
2011,,,hl cn011,hl dn328,health,x,"17, 98","arroyo, women caucus",planned parenthood of nyc inc,,"93,000",cd 17,cd,,,,,,,,,,,,,
2011,,,p cn078,p d933,parks and recreation,q,19,halloran,cd 19 parks,,"85,000",cd 19,cd,,,,,,,,,,,,,
2011,,,p cn098,p d822,parks and recreation,q,24,gennaro,cd 24 parks,,"200,000",cd 24,cd,,,,,,,,,,,,,
2011,,,pw cn051,pw d078,public buildings,q,24,gennaro,queens supreme court,,"100,000",cd 24,cd,,,,,,,,,,,,,
2011,,,hw cn013,hw d103,highways,q,30,crowley,cd 30 streets,,"100,000",cd 30,cd,,,,,,,,,,,,,
2011,,,p cn151,p d019,parks and recreation,q,32,ulrich,cd 32 parks,,"1,100,000",cd 32,cd,,,,,,,,,,,,,
2011,,,p cn155,p d822,parks and recreation,q,32,ulrich,cd 32 parks,,"100,000",cd 32,cd,,,,,,,,,,,,,
2011,,,s cn001,s d129,sanitation,k,34,reyna,anti graffitti vehicle,,"175,000",cd 34,cd,,,,,,,,,,,,,
2011,,,hd cn020,hd dn642,housing preservation & development,k,36,vann,procida brisa affordable housing,,"1,000,000",cd 36,cd,,,,,,,,,,,,,
2011,,,e cn136,e d001,education,k,39,lander,cd 39 schools ,,"910,000",cd 39,cd,,,,,,,,,,,,,
2011,,,tf cn005,hw d102,highways,m,4,garodnick,cd 4 bus stops,,"300,000",cd 4,cd,,,,,,,,,,,,,
2011,,,hw cn007,hw d102,highways,m,4,garodnick,cd 4 streets,,"300,000",cd 4,cd,,,,,,,,,,,,,
2011,,,po cn007,po d079,police,k,44,greenfield,yeshiva security,,"600,000",cd 44,cd,,,,,,,,,,,,,
2011,,,s cn003,s d129,sanitation,k,47,recchia jr,anti graffitti vehicle,,"150,000",cd 47,cd,,,,,,,,,,,,,
2011,,,tf cn004,hw d102,highways,m,5,lappin,cd 5 buses,,"300,000",cd 5,cd,,,,,,,,,,,,,
2011,,,pv cn051,pv dn685,cultural affairs,r,50,oddo,mobile maritime center,,"100,000",cd 50,cd,,,,,,,,,,,,,
2011,,,po cn006,po d185,police,r,50,oddo,staten island pd,,"250,000",cd 50,cd,,,,,,,,,,,,,
2011,,,se cn007,se d716,sewers,r,50,oddo,whitney woods ,,"1,000,000",cd 50,cd,,,,,,,,,,,,,
2011,,,p cn029,p dn510,parks and recreation,m,"7, 93, 0","jackson, manhattan delegation, speaker",ny restoration project,,"503,000",cd 7,cd,,,,,,,,,,,,,
2011,,,hd cn703,hd dn525,housing preservation & development,x,0,speaker,nyc partnership housing development fund co inc ,,"500,000",bronx,borough,,,,,,,,,,,,,
2011,,,hd cn702,hd dn118,housing preservation & development,x,0,speaker,urban homesteading assistance board,,"3,000,000",bronx,borough,,,,,,,,,,,,,
2011,,,ln cn777,ln d008,new york public library,x,0,speaker,nypl branches in bronx,,"1,100,000",bronx,borough,,,,,,,,,,,,,
2011,,,p cn217,e d001,education,k,"44, 47","greenfield, recchia jr",youth program ,,"300,000",brooklyn,borough,,,,,,,,,,,,,
2011,,,hn cn301,hn d004,city university of new york,q,0,speaker,community college ,,"3,000,000",queens,borough,,,,,,,,,,,,,
2011,,,p cn767,p dn665,parks and recreation,q,0,speaker,city parks foundation,,"250,000",queens,borough,,,,,,,,,,,,,
2011,,,hw cn500,hw d104,highways,r,95,staten island delegation,staten island streets,,"1,000,000",staten island,borough,,,,,,,,,,,,,
2011,,,ln cn788,ln d008,new york public library,r,"95, 0","staten island delegation, speaker",nypl branches in staten island,,"1,100,000",staten island,borough,,,,,,,,,,,,,
2011,,,pv cn610,pv dn288,cultural affairs,m,"1, 0","chin, speaker",national museum of the american indian,,"250,000","1 bowling green, ny, ny 10004",,1,bowling green    ,manhattan,10004,10004,40.704294,-74.013237,101,9,1007,9,2005,1
2011,,,p cn061,p d021,parks and recreation,m,15,rivera,bronx river alliance,,"45,000","1 bronx river pkwy, bronx, ny 10462",,1,bronx river pkwy   ,bronx,10462,10462,40.847721,-73.869214,227,334,1039,334,9024,15
2011,,,hl cn781,hl dn168,health,k,"46, 92","fidler, brooklyn delegation",brookdale university hospital and medical center,,"700,000","1 brookdale plaza, brooklyn, ny 11212",,1,brookdale plaza    ,brooklyn,11212,11212,40.654163,-73.911584,317,890,6003,890,6000,42
2011,,,pw ta001,pw dn734,public buildings,a,99,technical adjustments,big apple greeter,,"55,000","1 centre st, ny, ny 10013",,1,centre st    ,manhattan,10013,10007,40.713001,-74.004181,101,29,4019,29,5012,1
2011,,,p cn004,p d018,parks and recreation,m,1,chin,luther gulick park,,"550,000","1 columbia st, ny, ny 10002",,1,columbia st    ,manhattan,10002,10002,40.714567,-73.981607,103,12,2005,12,2005,1
2011,,,p cn156,p d017,parks and recreation,k,33,levin,grand army plaza ,,"250,000","1 grand army plaza, brooklyn, ny 11238",,1,grand army plaza   ,brooklyn,11238,11238,40.673566,-73.968719,308,207,2001,207,2001,35
2011,,,e cn344,e d001,education,k,37,dilan,ps 615k transit tech career and technical education,,"1,000,000","1 wells st, brooklyn, ny 11208",,1,wells st    ,brooklyn,11208,11208,40.678276,-73.87596,305,1196,1000,1196,1003,37
2011,,,lb cn100,lb d104,brooklyn public library,k,"92, 0","brooklyn delegation, speaker",brooklyn public library,,"8,000,000","10 grand army plaza, brooklyn, ny 11238",,10,grand army plaza   ,brooklyn,11238,11238,40.672833,-73.969069,355,177,1000,177,1000,35
2011,,,e cn421,e d001,education,m,"1, 7, 24","chin, jackson, gennaro",ps 551m urban assembly ny harbor,,"1,500,000","10 south st, manhattan, ny 10004",,10,south st    ,manhattan,10004,10004,40.701695,-74.011631,101,9,1025,319,9016,1
2011,,,e cn466,e d001,education,m,6,brewer,ps 485m fiorello h laguardia of music and art and performing arts,,"215,000","100 amsterdam ave, manhattan, ny10023",,100,amsterdam ave    ,manhattan,10023,10023,40.773629,-73.985273,107,151,3001,151,1009,6
2011,,,e cn066,e d001,education,k,35,james,ps 691k fort greene preparatory academy ,,"50,000","100 clermont ave, brooklyn, ny 11205",,100,clermont ave    ,brooklyn,11205,11205,40.694633,-73.971165,302,187,1008,187,1008,35
2011,,,e cn723,e d001,education,r,51,ignizio,jerome parker complex ,,"105,000","100 essex dr, staten island, ny 10314",,100,essex dr    ,staten island,10314,10314,40.581315,-74.158589,502,27702,3004,27702,1027,51
2011,,,e cn259,e d001,education,r,51,ignizio,ps 455r tottenville,,"500,000","100 luten ave, staten island, ny 10312",,100,luten ave    ,staten island,10312,10312,40.528092,-74.192032,503,198,4006,196,1016,51
2011,,,p cn161,p d017,parks and recreation,k,34,reyna,cooper park playground ,,"2,455,000","100 maspeth ave, brooklyn, ny 11211",,100,maspeth ave,brooklyn,11211,11211,40.716005,-73.93922,301,477,2010,477,2008,34
2011,,,ho cn002,ho d003,health and hospitals corporation,k,35,james,cumberland diagnostic and treatment center,,"52,000","100 n portland ave, brooklyn, ny 11205",,100,n portland ave   ,brooklyn,11205,11205,40.695268,-73.976232,302,2901,2002,2901,1007,35
2011,,,e cn462,e d001,education,m,6,brewer,ps 9m renaissance for music and art,,"300,000","100 west 84 st, manhattan, ny 10024",,100,west 84 st   ,manhattan,10024,10024,40.785287,-73.97343,107,169,4000,169,3000,6
2011,,,e cn828,e d001,education,x,11,koppell,ps 440x dewitt clinton,,"40,000","100 west mosholu parkway south, bronx, ny 10468",,100,west mosholu parkway south  ,bronx,10468,10468,40.882178,-73.88691,207,409,1001,409,1001,11
2011,,,pv cn913,pv d022,cultural affairs,m,93,manhattan delegation,metropolitan museum of art,,"2,500,000","1000 5th ave, ny, ny 10028",,1000,5th ave    ,manhattan,10028,10028,40.778633,-73.962546,164,143,1021,143,1027,6
2011,,,pv cn048,pv d490,cultural affairs,r,49,rose,snug harbor cultural center and botanical garden,,"500,000","1000 richmond terrace, staten island, ny 10301",,1000,richmond terrace    ,staten island,10301,10310,40.645232,-74.104674,501,97,3005,89,1000,49
2011,,,pv cn617,pv d477,cultural affairs,m,"26, 95, 0","van bramer, staten island delegation, speaker",staten island childrens museum,,"175,000","1000 richmond terrace, staten island, ny 10301",,1000,richmond terrace    ,staten island,10301,10310,40.645232,-74.104674,501,97,3005,89,1000,49
2011,,,lb cn002,lb d104,brooklyn public library,k,45,williams,rugby branch,,"400,000","1000 utica ave, brooklyn, ny 11203",,1000,utica ave    ,brooklyn,11203,11203,40.648725,-73.930067,317,860,1003,860,1003,45
2011,,,pv cn921,pv dn180,cultural affairs,r,49,rose,art lab,,"60,000","1001 richmond terrace, staten island, ny 10301",,1001,richmond terrace    ,staten island,10301,10301,40.645257,-74.106901,501,97,3002,15,1007,49
2011,,,e cn075,e d001,education,k,35,james,ps 265k dr susan s mckinney of the arts,,"50,000","101 park ave, brooklyn, ny 11205",,101,park ave    ,brooklyn,11205,11205,40.696324,-73.97578,302,211,2006,18502,2002,35
2011,,,e cn107,e d001,education,k,33,levin,ps 318k eugenio maria de hostos,,"70,000","101 walton st, brooklyn, ny 11206",,101,walton st    ,brooklyn,11206,11206,40.7025,-73.948869,301,509,1009,509,1007,33
2011,,,e cn396,e d001,education,m,6,brewer,ps 44m william oshea,,"100,000","101 west 77 st, manhattan, ny 10024",,100,west 77 st   ,manhattan,10024,10024,40.780822,-73.976855,107,161,1001,161,3001,6
2011,,,e cn001,e d001,education,q,32,ulrich,ps 480q john adams,,"150,000","101-01 rockaway blvd, queens, ny11417",,101-01,rockaway blvd    ,queens,11417,11417,40.679639,-73.837298,410,864,2001,864,2001,32
2011,,,e cn002,e d001,education,q,32,ulrich,ps 480q john adams,,"150,000","101-01 rockaway blvd, queens, ny11417",,101-01,rockaway blvd    ,queens,11417,11417,40.679639,-73.837298,410,864,2001,864,2001,32
2011,,,e cn204,e d001,education,k,46,fidler,ps 272k curtis estabrook,,"100,000","101-24 seaview ave, brooklyn, ny 11236",,101-24,seaview ave    ,brooklyn,11236,11236,40.635916,-73.886412,318,1034,1004,1034,2000,46
2011,,,e cn439,e d001,education,q,28,white jr,ps 161q arthur r ashe jr,,"150,000","101-33 124 st, queens, ny 11419",,101-33,124 st    ,queens,11419,11419,40.690798,-73.821657,409,156,2001,156,2001,28
2011,,,e cn662,e d001,education,x,"16, 17","foster, arroyo",ps 73x bronx,,"400,000","1020 anderson ave, bronx, ny 10452",,1020,anderson ave    ,bronx,10452,10452,40.832706,-73.926838,204,189,2001,189,1000,8
2011,,,ha cn557,ha d001,housing authority,q,26,van bramer,jacob riis houses,,"135,000","10-25 41st ave, queens, ny 11101",,25-Oct,41st ave    ,queens,11101,11101,40.755488,-73.945328,401,25,2000,25,1001,26
2011,,,e cn649,e d001,education,x,18,palma,ps 123x jamps m kieren,,"75,000","1025 morrison ave, bronx, ny 10472",,1025,morrison ave    ,bronx,10472,10472,40.825403,-73.873666,209,48,2003,48,2001,18
2011,,,pv cn033,pv dn421,cultural affairs,a,6,brewer,childrens museum of the arts,,"450,000","103 charlton st, ny, ny 10014",,103,charlton st    ,manhattan,10014,10014,40.7274,-74.008006,102,37,1011,53,1001,3
2011,,,e cn203,e d001,education,k,46,fidler,ps 251k paerdegat,,"150,000","1037 east 54 st, brooklyn, ny 11234",,1037,east 54 st   ,brooklyn,11234,11234,40.632524,-73.924417,318,722,1007,722,1007,46
2011,,,ln cn007,ln d008,new york public library,m,9,dickens,countee cullen branch,,"200,000","104 w 136th st, ny, ny 10030",,104,w 136th st   ,manhattan,10030,10030,40.814997,-73.940918,110,228,2000,228,2000,9
2011,,,e cn685,e d001,education,q,27,comrie jr,ps 34q john harvard ,,"150,000","104-12 springfield blvd, queens, ny 11429",,104-12,springfield blvd    ,queens,11429,11429,40.711753,-73.736624,413,582,1000,578,3000,27
2011,,,e cn578,e d001,education,m,8,mark-viverito,ps 610m young womens leadership,,"100,000","105 east 106th st, manhattan, ny 10029",,105,east 106th st   ,manhattan,10029,10029,40.792741,-73.947428,111,172,3001,17201,3001,8
2011,,,e cn244,e d001,education,r,50,oddo,ps 48r william g wilcox,,"50,000","1050 targee st, staten island, ny 10304",,1050,targee st    ,staten island,10304,10304,40.603484,-74.091237,502,50,1007,50,2011,50
2011,,,e cn603,e d001,education,q,21,ferreras,ps 550q arts and business,,"40,000","105-25 horace harding expy n, queens, ny11368",,105-25,horace harding expy n  ,queens,11368,11368,40.737427,-73.853178,404,43701,2009,437,1007,21
2011,,,e cn247,e d001,education,r,50,oddo,ps 54r charles w leng,,"50,000","1060 willowbrook road, staten island, ny 10314",,1060,willowbrook road    ,staten island,10314,10314,40.603232,-74.137981,502,27302,1000,27302,1004,50
2011,,,hw cn019,p d021,parks and recreation,k,35,james,lafayette ave,,"100,000","1063 lafayette ave, brooklyn, ny 11221",,1063,lafayette ave    ,brooklyn,11221,11221,40.692402,-73.929448,303,289,1002,289,1001,36
2011,,,hl cn777,hl dn440,health,x,"17, 91, 0","arroyo, bronx delegation, speaker",urban health plan,,"2,000,000","1065 southern blvd, bronx, ny 10459",,1065,southern blvd    ,bronx,10459,10459,40.825276,-73.891935,202,12701,2000,12701,2000,17
2011,,,pv cn785,pv d234,cultural affairs,m,"1, 0","chin, speaker",clemente soto velez cultural and educational center inc,,"750,000","107 suffolk st, ny, ny 10002",,107,suffolk st    ,manhattan,10002,10002,40.718943,-73.986122,103,1402,1001,1402,4001,1
2011,,,pv cn914,pv dn694,cultural affairs,m,93,manhattan delegation,society of the educational arts inc,,"250,000","107 suffolk st, ny, ny 10002",,107,suffolk st    ,manhattan,10002,10002,40.718943,-73.986122,103,1402,1001,1402,4001,1
2011,,,e cn205,e d001,education,k,46,fidler,ps 276k,,"150,000","1070 east 83 st, brooklyn, ny 11236",,1070,east 83 st   ,brooklyn,11236,11236,40.634085,-73.907925,318,996,1002,996,1003,46
2011,,,e cn621,e d001,education,q,21,ferreras,ps 14q fairview,,"40,000","107-01 otis ave, queens, ny 11368",,107-01,otis ave    ,queens,11368,11368,40.74056,-73.854131,404,439,2003,439,2008,21
